"word1"	"word2"	"word3"	"word4"	"word5"	"freq"
"485"	"a"	"fauxhuman"	"and"	"never"	"adjusted"	1
"486"	"a"	"fav"	"see"	"how"	"they"	1
"487"	"a"	"favorite"	"picture"	"of"	"mine"	1
"488"	"a"	"favorite"	"today"	"must"	"be"	1
"489"	"a"	"fbi"	"agent"	"who"	"needs"	1
"490"	"a"	"featured"	"author"	"but"	"indeed"	1
"491"	"a"	"feel"	"about"	"that"	"i"	1
"492"	"a"	"feel"	"for"	"whats"	"on"	1
"493"	"a"	"feeling"	"that"	"id"	"always"	1
"494"	"a"	"feeling"	"that"	"not"	"even"	1
"495"	"a"	"fence"	"so"	"i"	"pulled"	1
"496"	"a"	"fenced"	"up"	"football"	"field"	1
"497"	"a"	"few"	"and"	"elaborate"	"on"	1
"498"	"a"	"few"	"blocks"	"from"	"my"	1
"499"	"a"	"few"	"breweries"	"that"	"still"	1
"500"	"a"	"few"	"cynical"	"opinions"	"about"	1
"501"	"a"	"few"	"days"	"before"	"we"	1
"502"	"a"	"few"	"days"	"my"	"sweet"	1
"503"	"a"	"few"	"days"	"scanning"	"in"	1
"504"	"a"	"few"	"differences"	"of"	"course"	1
"505"	"a"	"few"	"examples"	"of"	"some"	1
"506"	"a"	"few"	"generous"	"coworkers"	"whove"	1
"507"	"a"	"few"	"hours"	"to"	"kill"	1
"508"	"a"	"few"	"ideas"	"is"	"fun"	1
"509"	"a"	"few"	"in"	"past"	"years"	1
"510"	"a"	"few"	"lol"	"lol"	"you"	1
"511"	"a"	"few"	"lowkey"	"solo"	"tours"	1
"512"	"a"	"few"	"months"	"and"	"it"	1
"513"	"a"	"few"	"months"	"but"	"i"	1
"514"	"a"	"few"	"months"	"lol"	"my"	1
"515"	"a"	"few"	"more"	"rubons"	"including"	1
"516"	"a"	"few"	"more"	"runs"	"on"	1
"517"	"a"	"few"	"nice"	"shots"	"it"	1
"518"	"a"	"few"	"obsessions"	"this"	"month"	1
"519"	"a"	"few"	"of"	"the"	"lineservers"	1
"520"	"a"	"few"	"other"	"covers"	"shes"	1
"521"	"a"	"few"	"photos"	"from"	"the"	1
"522"	"a"	"few"	"pics"	"and"	"props"	1
"523"	"a"	"few"	"points"	"where"	"the"	1
"524"	"a"	"few"	"ppl"	"who"	"are"	1
"525"	"a"	"few"	"seconds"	"shrugged"	"and"	1
"526"	"a"	"few"	"shots"	"from"	"various"	1
"527"	"a"	"few"	"spins"	"while"	"we"	1
"528"	"a"	"few"	"stories"	"but"	"the"	1
"529"	"a"	"few"	"these"	"great"	"devices"	1
"530"	"a"	"few"	"weeks"	"ago"	"at"	1
"531"	"a"	"few"	"weeks"	"but"	"i"	1
"532"	"a"	"few"	"weeks"	"tora"	"was"	1
"533"	"a"	"few"	"years"	"ago"	"at"	1
"534"	"a"	"few"	"years"	"ago"	"i"	1
"535"	"a"	"few"	"years"	"but"	"have"	1
"536"	"a"	"few"	"years"	"i"	"do"	1
"537"	"a"	"filing"	"last"	"week"	"in"	1
"538"	"a"	"film"	"adaptation"	"but"	"of"	1
"539"	"a"	"film"	"director"	"writer"	"here"	1
"540"	"a"	"film"	"sales"	"agent"	"before"	1
"541"	"a"	"fine"	"talclike"	"powder"	"thats"	1
"542"	"a"	"finished"	"piece"	"in"	"case"	1
"543"	"a"	"firm"	"foundation"	"with"	"the"	1
"544"	"a"	"firm"	"reliance"	"on"	"the"	1
"545"	"a"	"first"	"date"	"food"	"list"	1
"546"	"a"	"fivepage"	"email"	"from"	"nypd"	1
"547"	"a"	"flagrant"	"foul"	"on"	"green"	1
"548"	"a"	"flat"	"screen"	"tv"	"babykendall"	1
"549"	"a"	"flatroofed"	"building"	"of"	"similar"	1
"550"	"a"	"flatter"	"tail"	"that"	"provides"	1
"551"	"a"	"flattering"	"light"	"or"	"not"	1
"552"	"a"	"flock"	"of"	"chickens"	"a"	1
"553"	"a"	"flower"	"for"	"nectar"	"or"	1
"554"	"a"	"food"	"processor"	"dont"	"add"	1
"555"	"a"	"footrub"	"idk"	"what"	"does"	1
"556"	"a"	"forceful"	"throw"	"to"	"the"	1
"557"	"a"	"forest"	"surrounded"	"by"	"clear"	1
"558"	"a"	"forgotten"	"greatgreatuncle"	"or"	"my"	1
"559"	"a"	"four"	"way"	"flashing"	"red"	1
"560"	"a"	"fraction"	"of"	"the"	"stations"	1
"561"	"a"	"franchise"	"and"	"wants"	"to"	1
"562"	"a"	"freaking"	"nightmare"	"on"	"this"	1
"563"	"a"	"free"	"checking"	"account"	"so"	1
"564"	"a"	"free"	"cup"	"of"	"coffee"	1
"565"	"a"	"free"	"firefox"	"and"	"chrome"	1
"566"	"a"	"free"	"kick"	"from"	"midfield"	1
"567"	"a"	"free"	"seminar"	"to"	"all"	1
"568"	"a"	"fresh"	"cut"	"watermelon"	"the"	1
"569"	"a"	"fresh"	"start"	"im"	"thinking"	1
"570"	"a"	"friend"	"even"	"a"	"lousy"	1
"571"	"a"	"friend"	"good"	"thing"	"quarter"	1
"572"	"a"	"friend"	"i"	"bought"	"some"	1
"573"	"a"	"friend"	"of"	"mine"	"who"	1
"574"	"a"	"friend"	"they"	"went"	"to"	1
"575"	"a"	"friendly"	"and"	"doting"	"father"	1
"576"	"a"	"friendship"	"and"	"one"	"of"	1
"577"	"a"	"frost"	"a"	"list"	"of"	1
"578"	"a"	"full"	"time"	"blogger"	"and"	1
"579"	"a"	"fullout"	"cyber"	"stalker"	"and"	1
"580"	"a"	"fun"	"part"	"of"	"the"	1
"581"	"a"	"fun"	"quirk"	"share"	"it"	1
"582"	"a"	"fun"	"thing"	"well"	"you"	1
"583"	"a"	"fun"	"weekend"	"of"	"playtime"	1
"584"	"a"	"fundraiser"	"he"	"donates"	"the"	1
"585"	"a"	"funny"	"way"	"of"	"repeating"	1
"586"	"a"	"future"	"in"	"it"	"but"	1
"587"	"a"	"gaggle"	"of"	"friends"	"or"	1
"588"	"a"	"gap"	"in"	"a"	"lot"	1
"589"	"a"	"gas"	"mask"	"when"	"i"	1
"590"	"a"	"geisha"	"depictswith"	"chilling"	"accuracylife"	1
"591"	"a"	"generational"	"divide"	"over"	"the"	1
"592"	"a"	"genetic"	"genealogy"	"presentation"	"on"	1
"593"	"a"	"genius"	"arent"	"you"	"i"	1
"594"	"a"	"genre"	"they"	"are"	"generally"	1
"595"	"a"	"german"	"magazine"	"this"	"is"	1
"596"	"a"	"ghost"	"shes"	"a"	"girl"	1
"597"	"a"	"giant"	"milestone"	"yesterday"	"announcement"	1
"598"	"a"	"gift"	"and"	"she"	"gives"	1
"599"	"a"	"gift"	"love"	"is"	"precious"	1
"600"	"a"	"girl"	"and"	"a"	"cellphone"	1
"601"	"a"	"girl"	"and"	"something"	"else"	1
"602"	"a"	"girl"	"from"	"a"	"parallel"	1
"603"	"a"	"girl"	"in"	"her"	"class"	1
"604"	"a"	"girl"	"in"	"my"	"life"	1
"605"	"a"	"girl"	"now"	"that"	"im"	1
"606"	"a"	"girl"	"sorry"	"my"	"aging"	1
"607"	"a"	"giveaway"	"in"	"the"	"works"	1
"608"	"a"	"glucose"	"meter"	"whatever"	"ill"	1
"609"	"a"	"gm"	"recipe"	"for"	"disaster"	1
"610"	"a"	"goal"	"is"	"something"	"that"	1
"611"	"a"	"goal"	"matters"	"enough"	"to"	1
"612"	"a"	"good"	"enough"	"reason"	"for"	1
"613"	"a"	"good"	"evening"	"why"	"does"	1
"614"	"a"	"good"	"factoring"	"company"	"knows"	1
"615"	"a"	"good"	"fit"	"for"	"the"	1
"616"	"a"	"good"	"friend"	"while"	"working"	1
"617"	"a"	"good"	"home"	"for"	"oddie"	1
"618"	"a"	"good"	"idea"	"to"	"me"	1
"619"	"a"	"good"	"life"	"dont"	"ya"	1
"620"	"a"	"good"	"long"	"walk"	"i"	1
"621"	"a"	"good"	"man"	"goes"	"to"	1
"622"	"a"	"good"	"man"	"isnt"	"a"	1
"623"	"a"	"good"	"moisturizer"	"and"	"your"	1
"624"	"a"	"good"	"night"	"then"	"and"	1
"625"	"a"	"good"	"one"	"snap"	"snap"	1
"626"	"a"	"good"	"place"	"to"	"stop"	1
"627"	"a"	"good"	"preschool"	"these"	"discussions"	1
"628"	"a"	"good"	"rule"	"of"	"thumb"	1
"629"	"a"	"good"	"saying"	"to"	"pin"	1
"630"	"a"	"good"	"season"	"i"	"think"	1
"631"	"a"	"good"	"serious"	"sho"	"i"	1
"632"	"a"	"good"	"slasher"	"flick"	"to"	1
"633"	"a"	"good"	"source"	"for"	"some"	1
"634"	"a"	"good"	"spirit"	"as"	"there"	1
"635"	"a"	"good"	"story"	"gets"	"under"	1
"636"	"a"	"good"	"thing"	"in"	"every"	1
"637"	"a"	"good"	"time"	"at"	"the"	1
"638"	"a"	"good"	"time"	"introducing"	"our"	1
"639"	"a"	"good"	"time"	"to"	"show"	1
"640"	"a"	"good"	"time"	"to"	"start"	1
"641"	"a"	"good"	"time"	"was"	"had"	1
"642"	"a"	"good"	"walk"	"around"	"southwell"	1
"643"	"a"	"good"	"way"	"to"	"make"	1
"644"	"a"	"good"	"week"	"yay"	"hope"	1
"645"	"a"	"good"	"young"	"man"	"hard"	1
"646"	"a"	"goodyear"	"and"	"the"	"other"	1
"647"	"a"	"goofy"	"fun"	"movie"	"that"	1
"648"	"a"	"government"	"job"	"which"	"hes"	1
"649"	"a"	"graduate"	"of"	"vassar"	"college"	1
"650"	"a"	"graduate"	"with"	"no"	"graduation"	1
"651"	"a"	"graduation"	"celebration"	"for"	"my"	1
"652"	"a"	"grape"	"cant"	"kick"	"no"	1
"653"	"a"	"great"	"actor"	"he"	"is"	1
"654"	"a"	"great"	"and"	"big"	"area"	1
"655"	"a"	"great"	"cause"	"rt"	"head"	1
"656"	"a"	"great"	"celebration"	"and"	"a"	1
"657"	"a"	"great"	"day"	"and"	"happy"	1
"658"	"a"	"great"	"day"	"at"	"bodhi"	1
"659"	"a"	"great"	"day"	"check"	"me"	1
"660"	"a"	"great"	"day"	"to"	"be"	1
"661"	"a"	"great"	"deal"	"then"	"it"	1
"662"	"a"	"great"	"jobber"	"is"	"he"	1
"663"	"a"	"great"	"lowimpact"	"cardio"	"workout"	1
"664"	"a"	"great"	"many"	"other"	"people"	1
"665"	"a"	"great"	"movie"	"producer"	"director"	1
"666"	"a"	"great"	"night"	"with"	"my"	1
"667"	"a"	"great"	"opportunity"	"to"	"get"	1
"668"	"a"	"great"	"piece"	"that"	"describes"	1
"669"	"a"	"great"	"present"	"diane"	"told"	1
"670"	"a"	"great"	"provider"	"for"	"our"	1
"671"	"a"	"great"	"rapper"	"why"	"not"	1
"672"	"a"	"great"	"rate"	"for"	"my"	1
"673"	"a"	"great"	"recipe"	"that"	"comes"	1
"674"	"a"	"great"	"saturday"	"everybody"	"its"	1
"675"	"a"	"great"	"screen"	"presence"	"and"	1
"676"	"a"	"great"	"shower"	"of"	"dirt"	1
"677"	"a"	"great"	"southern"	"author"	"to"	1
"678"	"a"	"great"	"start"	"and"	"spidey"	1
"679"	"a"	"great"	"start"	"im"	"kind"	1
"680"	"a"	"great"	"start"	"one"	"of"	1
"681"	"a"	"great"	"tanda"	"of"	"carabelli"	1
"682"	"a"	"great"	"thing"	"about"	"this"	1
"683"	"a"	"great"	"time"	"and"	"had"	1
"684"	"a"	"great"	"time"	"at"	"bcon"	1
"685"	"a"	"great"	"time"	"playing"	"together"	1
"686"	"a"	"great"	"time"	"rileys"	"last"	1
"687"	"a"	"great"	"tool"	"but"	"as"	1
"688"	"a"	"great"	"way"	"to"	"start"	1
"689"	"a"	"great"	"weekend"	"see"	"you"	1
"690"	"a"	"greatly"	"varying"	"degree"	"this"	1
"691"	"a"	"green"	"to"	"cover"	"the"	1
"692"	"a"	"gretsch"	"i"	"snag"	"the"	1
"693"	"a"	"grey"	"mass"	"of"	"sea"	1
"694"	"a"	"grip"	"either"	"give"	"your"	1
"695"	"a"	"gross"	"receipts"	"tax"	"on"	1
"696"	"a"	"group"	"last"	"night"	"that"	1
"697"	"a"	"group"	"of"	"kids"	"waiting"	1
"698"	"a"	"group"	"of"	"people"	"arguing"	1
"699"	"a"	"group"	"of"	"russians"	"drinking"	1
"700"	"a"	"group"	"on"	"the"	"overhead"	1
"701"	"a"	"growing"	"queue"	"of"	"cars"	1
"702"	"a"	"guest"	"post"	"today"	"about"	1
"703"	"a"	"guiding"	"sense"	"of"	"something"	1
"704"	"a"	"guitar"	"pick"	"but"	"a"	1
"705"	"a"	"gun"	"or"	"vote"	"some"	1
"706"	"a"	"guy"	"i"	"toured"	"nyc"	1
"707"	"a"	"guy"	"in"	"our"	"life"	1
"708"	"a"	"guy"	"who"	"cheats"	"to"	1
"709"	"a"	"guy"	"whos"	"better"	"than"	1
"710"	"a"	"guys"	"night"	"out"	"even"	1
"711"	"a"	"gypsies"	"ruler"	"a"	"porcelain"	1
"712"	"a"	"habit"	"of"	"a"	"backup"	1
"713"	"a"	"hair"	"pick"	"idk"	"i"	1
"714"	"a"	"half"	"before"	"leaving"	"in"	1
"715"	"a"	"half"	"miles"	"and"	"starts"	1
"716"	"a"	"half"	"we"	"are"	"being"	1
"717"	"a"	"halfmad"	"princess"	"in"	"this"	1
"718"	"a"	"handheld"	"camera"	"than"	"scarface"	1
"719"	"a"	"handle"	"of"	"month"	"old"	1
"720"	"a"	"handmade"	"leather"	"bed"	"from"	1
"721"	"a"	"handstitched"	"christmas"	"card"	"by"	1
"722"	"a"	"happy"	"birthday"	"by"	"a"	1
"723"	"a"	"happy"	"ending"	"just"	"a"	1
"724"	"a"	"happy"	"home"	"at"	"last"	1
"725"	"a"	"happy"	"person"	"is"	"not"	1
"726"	"a"	"happy"	"sort"	"of"	"way"	1
"727"	"a"	"hard"	"hit"	"hope"	"he"	1
"728"	"a"	"hard"	"time"	"just"	"keep"	1
"729"	"a"	"harder"	"one"	"next"	"time"	1
"730"	"a"	"harking"	"back"	"point"	"this"	1
"731"	"a"	"harrowing"	"breakup"	"and"	"breakdown"	1
"732"	"a"	"haunt"	"of"	"another"	"of"	1
"733"	"a"	"headshot"	"and"	"resume"	"to"	1
"734"	"a"	"healthy"	"body"	"erin"	"gray"	1
"735"	"a"	"healthy"	"ecosystem"	"and"	"be"	1
"736"	"a"	"heart"	"attack"	"at"	"sometimes"	1
"737"	"a"	"hearty"	"stop"	"funky"	"town"	1
"738"	"a"	"hell"	"of"	"a"	"progress"	1
"739"	"a"	"hemorrhoid"	"problem"	"back"	"in"	1
"740"	"a"	"herd"	"of"	"cows"	"a"	1
"741"	"a"	"hero"	"with"	"the"	"prime"	1
"742"	"a"	"herringbone"	"pattern"	"something"	"that"	1
"743"	"a"	"hierarchical"	"class"	"structure"	"or"	1
"744"	"a"	"high"	"note"	"as"	"we"	1
"745"	"a"	"high"	"price"	"for"	"this"	1
"746"	"a"	"high"	"school"	"community"	"and"	1
"747"	"a"	"high"	"school"	"player"	"and"	1
"748"	"a"	"high"	"stakes"	"game"	"before"	1
"749"	"a"	"hightower"	"family"	"ties"	"from"	1
"750"	"a"	"highyield"	"savings"	"account"	"is"	1
"751"	"a"	"hike"	"in"	"the"	"woods"	1
"752"	"a"	"hint"	"of"	"pride"	"it"	1
"753"	"a"	"hire"	"hire"	"decision"	"based"	1
"754"	"a"	"hiss"	"and"	"a"	"bang"	1
"755"	"a"	"hit"	"but"	"they"	"remain"	1
"756"	"a"	"hit"	"last"	"year"	"care"	1
"757"	"a"	"hoard"	"of"	"your"	"favorite"	1
"758"	"a"	"hob"	"by"	"the"	"fire"	1
"759"	"a"	"hologram"	"seriously"	"the"	"best"	1
"760"	"a"	"homebrew"	"club"	"by"	"hosting"	1
"761"	"a"	"hornball"	"when"	"it"	"comes"	1
"762"	"a"	"horrid"	"cannibalistic"	"giant"	"who"	1
"763"	"a"	"hospital"	"because"	"clearly"	"noone"	1
"764"	"a"	"hot"	"guy"	"in"	"a"	1
"765"	"a"	"hotel"	"aint"	"nun"	"but"	1
"766"	"a"	"hug"	"for"	"hahahah"	"xd"	1
"767"	"a"	"huge"	"pan"	"of"	"weight"	1
"768"	"a"	"huge"	"pickup"	"for"	"oregon"	1
"769"	"a"	"huge"	"test"	"wish"	"me"	1
"770"	"a"	"huge"	"thank"	"you"	"for"	1
"771"	"a"	"hundred"	"pounds"	"of"	"pizza"	1
"772"	"a"	"hunger"	"games"	"competition"	"for"	1
"773"	"a"	"hunter"	"and"	"he"	"does"	1
"774"	"a"	"if"	"he"	"is"	"real"	1
"775"	"a"	"interview"	"with"	"the"	"medical"	1
"776"	"a"	"ipod"	"dock"	"or"	"a"	1
"777"	"a"	"is"	"whatever"	"is"	"on"	1
"778"	"a"	"isle"	"and"	"accept"	"him"	1
"779"	"a"	"isnt"	"final"	"lol"	"i"	1
"780"	"a"	"job"	"it"	"was"	"with"	1
"781"	"a"	"jojo"	"design"	"though"	"it"	1
"782"	"a"	"jolly"	"time"	"of"	"some"	1
"783"	"a"	"juice"	"just"	"a"	"coarse"	1
"784"	"a"	"k"	"again"	"i"	"know"	1
"785"	"a"	"k"	"came"	"from"	"a"	1
"786"	"a"	"k"	"isnt"	"anything"	"amazing"	1
"787"	"a"	"kaiser"	"permanente"	"study"	"the"	1
"788"	"a"	"kentucky"	"state"	"policeman"	"in"	1
"789"	"a"	"key"	"challenge"	"facing"	"todays"	1
"790"	"a"	"key"	"revealing"	"plotpoint"	"bad"	1
"791"	"a"	"key"	"role"	"in"	"the"	1
"792"	"a"	"keylogger"	"on"	"her"	"computer"	1
"793"	"a"	"kid"	"good"	"win"	"makes"	1
"794"	"a"	"kik"	"its"	"a"	"texting"	1
"795"	"a"	"kind"	"of"	"gathering"	"when"	1
"796"	"a"	"kind"	"of"	"laconic"	"drawl"	1
"797"	"a"	"kitchen"	"downstairs"	"in"	"the"	1
"798"	"a"	"korean"	"salon"	"down"	"the"	1
"799"	"a"	"kurdish"	"environment"	"there"	"are"	1
"800"	"a"	"labor"	"and"	"delivery"	"nurse"	1
"801"	"a"	"labor"	"union"	"felonies"	"affect"	1
"802"	"a"	"lammy"	"oh"	"well"	"i"	1
"803"	"a"	"land"	"and"	"a"	"region"	1
"804"	"a"	"lap"	"for"	"me"	"to"	1
"805"	"a"	"large"	"bowl"	"mash"	"the"	1
"806"	"a"	"large"	"part"	"in"	"the"	1
"807"	"a"	"large"	"red"	"circle"	"around"	1
"808"	"a"	"larger"	"number"	"of"	"people"	1
"809"	"a"	"larger"	"piece"	"of"	"fabric"	1
"810"	"a"	"larger"	"public"	"audience"	"by"	1
"811"	"a"	"last"	"minute"	"holiday"	"special"	1
"812"	"a"	"late"	"april"	"fools"	"joke"	1
"813"	"a"	"latenight"	"visit"	"would"	"be"	1
"814"	"a"	"latin"	"empire"	"in"	"mexico"	1
"815"	"a"	"lawyer"	"or"	"two"	"will"	1
"816"	"a"	"laying"	"queen"	"the"	"queen"	1
"817"	"a"	"leader"	"great"	"stuff"	"man"	1
"818"	"a"	"leading"	"member"	"of"	"the"	1
"819"	"a"	"leading"	"role"	"in"	"newcastle"	1
"820"	"a"	"lecture"	"and"	"it"	"did"	1
"821"	"a"	"leg"	"but"	"this"	"is"	1
"822"	"a"	"legend"	"attached"	"to"	"poinsettias"	1
"823"	"a"	"lemonade"	"and"	"a"	"cosy"	1
"824"	"a"	"letter"	"from"	"early"	"times"	1
"825"	"a"	"lie"	"in"	"believe"	"an"	1
"826"	"a"	"life"	"that"	"has"	"lost"	1
"827"	"a"	"life"	"without"	"each"	"other"	1
"828"	"a"	"lifes"	"lesson"	"that"	"i"	1
"829"	"a"	"light"	"at"	"the"	"end"	1
"830"	"a"	"lightbulb"	"a"	"approximately"	"with"	1
"831"	"a"	"lil"	"seattle"	"hush"	"hush"	1
"832"	"a"	"limited"	"time"	"the"	"service"	1
"833"	"a"	"line"	"on"	"top"	"of"	1
"834"	"a"	"lingering"	"theme"	"today"	"is"	1
"835"	"a"	"link"	"to"	"the"	"radio"	1
"836"	"a"	"link"	"to"	"your"	"invite"	1
"837"	"a"	"linky"	"party"	"at"	"the"	1
"838"	"a"	"list"	"just"	"sent"	"sticky"	1
"839"	"a"	"list"	"last"	"night"	"of"	1
"840"	"a"	"list"	"of"	"jobs"	"that"	1
"841"	"a"	"list"	"of"	"these"	"include"	1
"842"	"a"	"listen"	"through"	"first"	"mix"	1
"843"	"a"	"literal"	"hell"	"the"	"substitutionary"	1
"844"	"a"	"little"	"better"	"i"	"think"	1
"845"	"a"	"little"	"bit"	"clooneys"	"character"	1
"846"	"a"	"little"	"bit"	"hm"	"love"	1
"847"	"a"	"little"	"bit"	"more"	"interesting"	1
"848"	"a"	"little"	"bit"	"nervous"	"when"	1
"849"	"a"	"little"	"bit"	"of"	"a"	1
"850"	"a"	"little"	"bit"	"of"	"q"	1
"851"	"a"	"little"	"bit"	"reminiscent"	"of"	1
"852"	"a"	"little"	"blond"	"right"	"behind"	1
"853"	"a"	"little"	"boy"	"on"	"a"	1
"854"	"a"	"little"	"boy"	"to"	"crawl"	1
"855"	"a"	"little"	"certainty"	"would"	"be"	1
"856"	"a"	"little"	"empty"	"this"	"week"	1
"857"	"a"	"little"	"faster"	"or"	"with"	1
"858"	"a"	"little"	"grocery"	"store"	"he"	1
"859"	"a"	"little"	"happy"	"jig"	"every"	1
"860"	"a"	"little"	"hesitant"	"and"	"timid"	1
"861"	"a"	"little"	"impulse"	"buy"	"but"	1
"862"	"a"	"little"	"known"	"fact"	"but"	1
"863"	"a"	"little"	"like"	"revealing"	"my"	1
"864"	"a"	"little"	"limited"	"but"	"i"	1
"865"	"a"	"little"	"midnight"	"oil"	"and"	1
"866"	"a"	"little"	"mischief"	"brewing"	"mary"	1
"867"	"a"	"little"	"more"	"about"	"the"	1
"868"	"a"	"little"	"nap"	"lol"	"p"	1
"869"	"a"	"little"	"nervous"	"about"	"the"	1
"870"	"a"	"little"	"of"	"what"	"happens"	1
"871"	"a"	"little"	"off"	"that"	"does"	1
"872"	"a"	"little"	"plan"	"of"	"the"	1
"873"	"a"	"little"	"retrofitting"	"to"	"make"	1
"874"	"a"	"little"	"rough"	"or"	"the"	1
"875"	"a"	"little"	"short"	"it"	"wasnt"	1
"876"	"a"	"little"	"short"	"of"	"breath"	1
"877"	"a"	"little"	"shorter"	"than"	"they"	1
"878"	"a"	"little"	"shy"	"maybe"	"that"	1
"879"	"a"	"little"	"something"	"for"	"you"	1
"880"	"a"	"little"	"sore"	"this"	"morning"	1
"881"	"a"	"little"	"table"	"where"	"you"	1
"882"	"a"	"little"	"tannic"	"but"	"i"	1
"883"	"a"	"little"	"teary"	"well"	"done"	1
"884"	"a"	"little"	"thank"	"you"	"el"	1
"885"	"a"	"little"	"to"	"hear"	"what"	1
"886"	"a"	"little"	"too"	"close"	"for"	1
"887"	"a"	"little"	"too"	"so"	"i"	1
"888"	"a"	"little"	"twisted"	"like"	"theyve"	1
"889"	"a"	"little"	"unusual"	"because"	"i"	1
"890"	"a"	"little"	"while"	"later"	"i"	1
"891"	"a"	"little"	"worn"	"around"	"the"	1
"892"	"a"	"little"	"write"	"up"	"on"	1
"893"	"a"	"living"	"they"	"are"	"a"	1
"894"	"a"	"load"	"of"	"sera"	"on"	1
"895"	"a"	"lobbying"	"firm"	"that"	"was"	1
"896"	"a"	"local"	"active"	"retirement"	"group"	1
"897"	"a"	"lonely"	"woman"	"whos"	"missing"	1
"898"	"a"	"long"	"and"	"healthy"	"life"	1
"899"	"a"	"long"	"flight"	"to"	"san"	1
"900"	"a"	"long"	"road"	"trip"	"overseas"	1
"901"	"a"	"long"	"tail"	"be"	"able"	1
"902"	"a"	"long"	"time"	"ago"	"if"	1
"903"	"a"	"long"	"time"	"but"	"it"	1
"904"	"a"	"long"	"time"	"but"	"ive"	1
"905"	"a"	"long"	"time"	"maybe"	"ever"	1
"906"	"a"	"long"	"way"	"from"	"the"	1
"907"	"a"	"long"	"way"	"it"	"keeps"	1
"908"	"a"	"long"	"way"	"to"	"leaving"	1
"909"	"a"	"look"	"and"	"see"	"if"	1
"910"	"a"	"loose"	"historical"	"overview"	"in"	1
"911"	"a"	"loss"	"painful"	"rt"	"yoooo"	1
"912"	"a"	"lot"	"about"	"sleek"	"makeup"	1
"913"	"a"	"lot"	"about"	"the"	"hack"	1
"914"	"a"	"lot"	"go"	"out"	"to"	1
"915"	"a"	"lot"	"of"	"attention"	"to"	1
"916"	"a"	"lot"	"of"	"critical"	"thought"	1
"917"	"a"	"lot"	"of"	"fun"	"a"	1
"918"	"a"	"lot"	"of"	"fun"	"and"	1
"919"	"a"	"lot"	"of"	"fun"	"he"	1
"920"	"a"	"lot"	"of"	"geographical"	"variability"	1
"921"	"a"	"lot"	"of"	"growing"	"up"	1
"922"	"a"	"lot"	"of"	"historical"	"information"	1
"923"	"a"	"lot"	"of"	"inconsistency"	"in"	1
"924"	"a"	"lot"	"of"	"it"	"is"	1
"925"	"a"	"lot"	"of"	"marketing"	"operations"	1
"926"	"a"	"lot"	"of"	"money"	"and"	1
"927"	"a"	"lot"	"of"	"moving"	"pieces"	1
"928"	"a"	"lot"	"of"	"other"	"things"	1
"929"	"a"	"lot"	"of"	"people"	"from"	1
"930"	"a"	"lot"	"of"	"people"	"like"	1
"931"	"a"	"lot"	"of"	"people"	"make"	1
"932"	"a"	"lot"	"of"	"people"	"want"	1
"933"	"a"	"lot"	"of"	"portrait"	"photographers"	1
"934"	"a"	"lot"	"of"	"reused"	"bikes"	1
"935"	"a"	"lot"	"of"	"school"	"house"	1
"936"	"a"	"lot"	"of"	"slow"	"singing"	1
"937"	"a"	"lot"	"of"	"tattling"	"and"	1
"938"	"a"	"lot"	"of"	"things"	"now"	1
"939"	"a"	"lot"	"of"	"this"	"material"	1
"940"	"a"	"lot"	"of"	"visitors"	"find"	1
"941"	"a"	"lot"	"of"	"wedding"	"photographers"	1
"942"	"a"	"lot"	"of"	"women"	"act"	1
"943"	"a"	"lot"	"of"	"youth"	"a"	1
"944"	"a"	"lot"	"on"	"philosophical"	"approaches"	1
"945"	"a"	"lot"	"the"	"tears"	"welled"	1
"946"	"a"	"lot"	"to"	"be"	"said"	1
"947"	"a"	"lot"	"to"	"discuss"	"concerning"	1
"948"	"a"	"lot"	"us"	"in"	"lifebut"	1
"949"	"a"	"lot"	"weve"	"all"	"heard"	1
"950"	"a"	"lot"	"when"	"have"	"you"	1
"951"	"a"	"lotta"	"bad"	"habits"	"love"	1
"952"	"a"	"loud"	"alarm"	"even"	"if"	1
"953"	"a"	"louder"	"bang"	"then"	"a"	1
"954"	"a"	"lousy"	"poem"	"do"	"it"	1
"955"	"a"	"love"	"pkg"	"anything"	"opposite"	1
"956"	"a"	"lovely"	"risotto"	"but"	"are"	1
"957"	"a"	"lovely"	"weekend"	"had"	"so"	1
"958"	"a"	"lover"	"by"	"ralph"	"waldo"	1
"959"	"a"	"loving"	"appreciate"	"son"	"i"	1
"960"	"a"	"lush"	"romantic"	"style"	"that"	1
"961"	"a"	"lynch"	"pin"	"of"	"my"	1
"962"	"a"	"mac"	"for"	"various"	"tasks"	1
"963"	"a"	"magical"	"mystical"	"place"	"in"	1
"964"	"a"	"magnavox"	"or"	"at"	"a"	1
"965"	"a"	"magnificent"	"stadium"	"half"	"empty"	1
"966"	"a"	"magnificient"	"resource"	"this"	"had"	1
"967"	"a"	"maid"	"and"	"a"	"musician"	1
"968"	"a"	"maid"	"in"	"singapore"	"before"	1
"969"	"a"	"major"	"intersection"	"surely"	"theres"	1
"970"	"a"	"major"	"life"	"change"	"coming"	1
"971"	"a"	"major"	"street"	"in"	"abq"	1
"972"	"a"	"male"	"bouncer"	"if"	"the"	1
"973"	"a"	"mama"	"they"	"said"	"jacob"	1
"974"	"a"	"man"	"and"	"a"	"woman"	1
"975"	"a"	"man"	"but"	"the"	"size"	1
